"sample_number","type"
361892,"NORMAL"
362161,"NORMAL"
362449,"NORMAL"
362730,"NORMAL"
363024,"NORMAL"
363317,"NORMAL"
363604,"NORMAL"
363876,"NORMAL"
364157,"NORMAL"
364445,"NORMAL"
364728,"NORMAL"
365020,"NORMAL"
365328,"NORMAL"
365638,"NORMAL"
365911,"NORMAL"
366189,"NORMAL"
366480,"NORMAL"
366776,"NORMAL"
367062,"NORMAL"
367362,"NORMAL"
367672,"NORMAL"
367958,"NORMAL"
368246,"NORMAL"
368530,"NORMAL"
368822,"NORMAL"
369107,"NORMAL"
369408,"NORMAL"
369713,"NORMAL"
370006,"NORMAL"
370277,"NORMAL"
370555,"NORMAL"
370841,"NORMAL"
371129,"NORMAL"
371403,"NORMAL"
371702,"NORMAL"
372005,"NORMAL"
372296,"NORMAL"
372556,"NORMAL"
372832,"NORMAL"
373122,"NORMAL"
373426,"NORMAL"
373710,"NORMAL"
373998,"NORMAL"
374302,"NORMAL"
374593,"NORMAL"
374853,"NORMAL"
375123,"NORMAL"
375410,"NORMAL"
375713,"NORMAL"
375996,"NORMAL"
376285,"NORMAL"
376574,"NORMAL"
376859,"NORMAL"
377078,"NORMAL"
377403,"NORMAL"
377698,"NORMAL"
378003,"NORMAL"
378306,"NORMAL"
378606,"NORMAL"
378883,"NORMAL"
379157,"NORMAL"
379437,"NORMAL"
379728,"NORMAL"
380021,"NORMAL"
380310,"NORMAL"
380608,"NORMAL"
380896,"NORMAL"
381171,"NORMAL"
381450,"NORMAL"
381721,"NORMAL"
382010,"NORMAL"
382306,"NORMAL"
382604,"NORMAL"
382893,"NORMAL"
383182,"NORMAL"
383456,"NORMAL"
383741,"NORMAL"
384025,"NORMAL"
384315,"NORMAL"
384613,"NORMAL"
384913,"NORMAL"
385204,"NORMAL"
385485,"NORMAL"
385767,"NORMAL"
386049,"NORMAL"
386347,"NORMAL"
386647,"NORMAL"
386939,"NORMAL"
387240,"NORMAL"
387531,"NORMAL"
387810,"NORMAL"
388083,"NORMAL"
388370,"NORMAL"
388669,"NORMAL"
388977,"NORMAL"
389276,"NORMAL"
389562,"NORMAL"
389858,"NORMAL"
390148,"NORMAL"
390433,"NORMAL"
390729,"NORMAL"
391038,"NORMAL"
391341,"NORMAL"
391639,"NORMAL"
391922,"NORMAL"
392202,"NORMAL"
392491,"NORMAL"
392779,"NORMAL"
393075,"NORMAL"
393375,"NORMAL"
393672,"NORMAL"
393956,"NORMAL"
394242,"NORMAL"
394518,"NORMAL"
394799,"NORMAL"
395094,"NORMAL"
395400,"NORMAL"
395695,"NORMAL"
395987,"NORMAL"
396267,"NORMAL"
396551,"NORMAL"
396844,"NORMAL"
397132,"NORMAL"
397335,"NORMAL"
397702,"NORMAL"
398005,"NORMAL"
398293,"NORMAL"
398567,"NORMAL"
398853,"NORMAL"
399137,"NORMAL"
399433,"NORMAL"
399729,"NORMAL"
400021,"NORMAL"
400321,"NORMAL"
400598,"NORMAL"
400876,"NORMAL"
401162,"NORMAL"
401450,"NORMAL"
401755,"NORMAL"
402059,"NORMAL"
402358,"NORMAL"
402644,"NORMAL"
402931,"NORMAL"
403214,"NORMAL"
403507,"NORMAL"
403802,"NORMAL"
404098,"NORMAL"
404401,"NORMAL"
404695,"NORMAL"
404978,"NORMAL"
405254,"NORMAL"
405540,"NORMAL"
405834,"NORMAL"
406129,"NORMAL"
406424,"NORMAL"
406713,"NORMAL"
407003,"NORMAL"
407288,"NORMAL"
407558,"NORMAL"
407847,"NORMAL"
408149,"NORMAL"
408450,"NORMAL"
408744,"NORMAL"
409028,"NORMAL"
409312,"NORMAL"
409596,"NORMAL"
409879,"NORMAL"
410175,"NORMAL"
410475,"NORMAL"
410780,"NORMAL"
411070,"NORMAL"
411350,"NORMAL"
411630,"NORMAL"
411913,"NORMAL"
412204,"NORMAL"
412508,"NORMAL"
412815,"NORMAL"
413107,"NORMAL"
413400,"NORMAL"
413690,"NORMAL"
413967,"NORMAL"
414248,"NORMAL"
414540,"NORMAL"
414845,"NORMAL"
415141,"NORMAL"
415428,"NORMAL"
415702,"NORMAL"
415992,"NORMAL"
416271,"NORMAL"
416554,"NORMAL"
416848,"NORMAL"
417150,"NORMAL"
417443,"NORMAL"
417727,"NORMAL"
418005,"NORMAL"
418281,"NORMAL"
418575,"NORMAL"
418864,"NORMAL"
419153,"NORMAL"
419451,"NORMAL"
419743,"NORMAL"
420020,"NORMAL"
420300,"NORMAL"
420582,"NORMAL"
420871,"NORMAL"
421171,"NORMAL"
421472,"NORMAL"
421765,"NORMAL"
421992,"NORMAL"
422319,"NORMAL"
422601,"NORMAL"
422816,"NORMAL"
423162,"NORMAL"
423460,"NORMAL"
423766,"NORMAL"
424062,"NORMAL"
424338,"NORMAL"
424614,"NORMAL"
424892,"NORMAL"
425185,"NORMAL"
425487,"NORMAL"
425787,"NORMAL"
426076,"NORMAL"
426378,"NORMAL"
426659,"NORMAL"
426937,"NORMAL"
427223,"NORMAL"
427521,"NORMAL"
427825,"NORMAL"
428127,"NORMAL"
428411,"NORMAL"
428696,"NORMAL"
428990,"NORMAL"
429273,"NORMAL"
429557,"NORMAL"
429865,"NORMAL"
430163,"NORMAL"
430468,"NORMAL"
430753,"NORMAL"
431031,"NORMAL"
431313,"NORMAL"
431613,"NORMAL"
431909,"NORMAL"
432206,"NORMAL"
432507,"NORMAL"
432797,"NORMAL"
433080,"NORMAL"
433363,"NORMAL"
433646,"NORMAL"
433840,"NORMAL"
434209,"NORMAL"
434511,"NORMAL"
434808,"NORMAL"
435093,"NORMAL"
435369,"NORMAL"
435656,"NORMAL"
435949,"NORMAL"
436147,"NORMAL"
436512,"NORMAL"
436818,"NORMAL"
437116,"NORMAL"
437398,"NORMAL"
437680,"NORMAL"
437961,"NORMAL"
438266,"NORMAL"
438567,"NORMAL"
438864,"NORMAL"
439156,"NORMAL"
439452,"NORMAL"
439738,"NORMAL"
440021,"NORMAL"
440308,"NORMAL"
440620,"NORMAL"
440932,"NORMAL"
441229,"NORMAL"
441517,"NORMAL"
441812,"NORMAL"
442107,"NORMAL"
442405,"NORMAL"
442621,"NORMAL"
442991,"NORMAL"
443303,"NORMAL"
443605,"NORMAL"
443887,"NORMAL"
444173,"NORMAL"
444471,"NORMAL"
444703,"NORMAL"
445059,"NORMAL"
445360,"NORMAL"
445656,"NORMAL"
445946,"NORMAL"
446225,"NORMAL"
446503,"NORMAL"
446797,"NORMAL"
447101,"NORMAL"
447399,"NORMAL"
447694,"NORMAL"
447978,"NORMAL"
448262,"NORMAL"
448547,"NORMAL"
448831,"NORMAL"
449133,"NORMAL"
449439,"NORMAL"
449746,"NORMAL"
450036,"NORMAL"
450323,"NORMAL"
450605,"NORMAL"
450893,"NORMAL"
451191,"NORMAL"
451499,"NORMAL"
451803,"NORMAL"
452099,"NORMAL"
452388,"NORMAL"
452676,"NORMAL"
452957,"NORMAL"
453246,"NORMAL"
453543,"NORMAL"
453850,"NORMAL"
454152,"NORMAL"
454442,"NORMAL"
454649,"NORMAL"
454995,"NORMAL"
455291,"NORMAL"
455586,"NORMAL"
455886,"NORMAL"
456186,"NORMAL"
456485,"NORMAL"
456769,"NORMAL"
457044,"NORMAL"
457331,"NORMAL"
457633,"NORMAL"
457935,"NORMAL"
458166,"NORMAL"
458521,"NORMAL"
458814,"NORMAL"
459102,"NORMAL"
459379,"NORMAL"
459662,"NORMAL"
459964,"NORMAL"
460273,"NORMAL"
460568,"NORMAL"
460856,"NORMAL"
461147,"NORMAL"
461431,"NORMAL"
461719,"NORMAL"
462012,"NORMAL"
462310,"NORMAL"
462618,"NORMAL"
462917,"NORMAL"
463195,"NORMAL"
463479,"NORMAL"
463762,"NORMAL"
464047,"NORMAL"
464359,"NORMAL"
464661,"NORMAL"
464958,"NORMAL"
465255,"NORMAL"
465537,"NORMAL"
465818,"NORMAL"
466102,"NORMAL"
466402,"NORMAL"
466706,"NORMAL"
467009,"NORMAL"
467306,"NORMAL"
467587,"NORMAL"
467876,"NORMAL"
468163,"NORMAL"
468457,"NORMAL"
468760,"NORMAL"
469064,"NORMAL"
469361,"NORMAL"
469658,"NORMAL"
469940,"NORMAL"
470229,"NORMAL"
470527,"NORMAL"
470834,"NORMAL"
471136,"NORMAL"
471442,"NORMAL"
471725,"NORMAL"
472017,"NORMAL"
472302,"NORMAL"
472587,"NORMAL"
472885,"NORMAL"
473199,"NORMAL"
473496,"NORMAL"
473790,"NORMAL"
474072,"NORMAL"
474360,"NORMAL"
474651,"NORMAL"
474940,"NORMAL"
475235,"NORMAL"
475544,"NORMAL"
475849,"NORMAL"
476135,"NORMAL"
476415,"NORMAL"
476703,"NORMAL"
476998,"NORMAL"
477306,"NORMAL"
477603,"NORMAL"
477896,"NORMAL"
478193,"NORMAL"
478479,"NORMAL"
478755,"NORMAL"
479038,"NORMAL"
479330,"NORMAL"
479631,"NORMAL"
479929,"NORMAL"
480216,"NORMAL"
480492,"NORMAL"
480777,"NORMAL"
481055,"NORMAL"
481339,"NORMAL"
481637,"NORMAL"
481939,"NORMAL"
482237,"NORMAL"
482523,"NORMAL"
482800,"NORMAL"
483070,"NORMAL"
483349,"NORMAL"
483631,"NORMAL"
483928,"NORMAL"
484218,"NORMAL"
484505,"NORMAL"
484784,"NORMAL"
485071,"NORMAL"
485349,"NORMAL"
485639,"NORMAL"
485937,"NORMAL"
486251,"NORMAL"
486554,"NORMAL"
486843,"NORMAL"
487127,"NORMAL"
487421,"NORMAL"
487717,"NORMAL"
488015,"NORMAL"
488318,"NORMAL"
488634,"NORMAL"
488929,"NORMAL"
489213,"NORMAL"
489495,"NORMAL"
489786,"NORMAL"
490088,"NORMAL"
490391,"NORMAL"
490692,"NORMAL"
490991,"NORMAL"
491285,"NORMAL"
491569,"NORMAL"
491848,"NORMAL"
492143,"NORMAL"
492442,"NORMAL"
492749,"NORMAL"
493044,"NORMAL"
493337,"NORMAL"
493622,"NORMAL"
493912,"NORMAL"
494197,"NORMAL"
494489,"NORMAL"
494789,"NORMAL"
495083,"NORMAL"
495368,"NORMAL"
495647,"NORMAL"
495922,"NORMAL"
496199,"NORMAL"
496498,"NORMAL"
496711,"NORMAL"
497072,"NORMAL"
497374,"NORMAL"
497663,"NORMAL"
497943,"NORMAL"
498228,"NORMAL"
498516,"NORMAL"
498810,"NORMAL"
499113,"NORMAL"
499415,"NORMAL"
499699,"NORMAL"
499985,"NORMAL"
500266,"NORMAL"
500547,"NORMAL"
500844,"NORMAL"
501143,"NORMAL"
501447,"NORMAL"
501744,"NORMAL"
502037,"NORMAL"
502315,"NORMAL"
502599,"NORMAL"
502886,"NORMAL"
503188,"NORMAL"
503494,"NORMAL"
503792,"NORMAL"
504078,"NORMAL"
504368,"NORMAL"
504652,"NORMAL"
504933,"NORMAL"
505225,"NORMAL"
505526,"NORMAL"
505827,"NORMAL"
506123,"NORMAL"
506396,"NORMAL"
506677,"NORMAL"
506967,"NORMAL"
507254,"NORMAL"
507551,"NORMAL"
507853,"NORMAL"
508156,"NORMAL"
508453,"NORMAL"
508743,"NORMAL"
509018,"NORMAL"
509317,"NORMAL"
509621,"NORMAL"
509922,"NORMAL"
510219,"NORMAL"
510518,"NORMAL"
510802,"NORMAL"
511091,"NORMAL"
511370,"NORMAL"
511658,"NORMAL"
511968,"NORMAL"
512275,"NORMAL"
512567,"NORMAL"
512849,"NORMAL"
513134,"NORMAL"
513422,"NORMAL"
513717,"NORMAL"
514012,"NORMAL"
514315,"NORMAL"
514626,"NORMAL"
514917,"NORMAL"
515193,"NORMAL"
515473,"NORMAL"
515760,"NORMAL"
516063,"NORMAL"
516370,"NORMAL"
516664,"NORMAL"
516968,"NORMAL"
517264,"NORMAL"
517552,"NORMAL"
517830,"NORMAL"
518123,"NORMAL"
518424,"NORMAL"
518732,"NORMAL"
519026,"NORMAL"
519306,"NORMAL"
519592,"NORMAL"
519880,"NORMAL"
520148,"NORMAL"
520461,"NORMAL"
520766,"NORMAL"
520980,"NORMAL"
521340,"NORMAL"
521626,"NORMAL"
521911,"NORMAL"
522207,"NORMAL"
522509,"NORMAL"
522811,"NORMAL"
523114,"NORMAL"
523414,"NORMAL"
523706,"NORMAL"
523997,"NORMAL"
524278,"NORMAL"
524575,"NORMAL"
524888,"NORMAL"
525196,"NORMAL"
525491,"NORMAL"
525778,"NORMAL"
526062,"NORMAL"
526354,"NORMAL"
526646,"NORMAL"
526939,"NORMAL"
527241,"NORMAL"
527547,"NORMAL"
527837,"NORMAL"
528117,"NORMAL"
528400,"NORMAL"
528687,"NORMAL"
528990,"NORMAL"
529291,"NORMAL"
529597,"NORMAL"
529895,"NORMAL"
530189,"NORMAL"
530470,"NORMAL"
530759,"NORMAL"
531055,"NORMAL"
531356,"NORMAL"
531666,"NORMAL"
531965,"NORMAL"
532255,"NORMAL"
532542,"NORMAL"
532825,"NORMAL"
533120,"NORMAL"
533413,"NORMAL"
533718,"NORMAL"
534009,"NORMAL"
534305,"NORMAL"
534591,"NORMAL"
534870,"NORMAL"
535159,"NORMAL"
535457,"NORMAL"
535765,"NORMAL"
536065,"NORMAL"
536363,"NORMAL"
536643,"NORMAL"
536928,"NORMAL"
537210,"NORMAL"
537503,"NORMAL"
537808,"NORMAL"
538111,"NORMAL"
538419,"NORMAL"
538705,"NORMAL"
538991,"NORMAL"
539276,"NORMAL"
539571,"NORMAL"
539870,"NORMAL"
540170,"NORMAL"
540470,"NORMAL"
540766,"NORMAL"
541050,"NORMAL"
541332,"NORMAL"
541615,"NORMAL"
541914,"NORMAL"
542224,"NORMAL"
542527,"NORMAL"
542824,"NORMAL"
543114,"NORMAL"
543405,"NORMAL"
543687,"NORMAL"
543981,"NORMAL"
544284,"NORMAL"
544588,"NORMAL"
544893,"NORMAL"
545180,"NORMAL"
545454,"NORMAL"
545739,"NORMAL"
546020,"NORMAL"
546304,"NORMAL"
546598,"NORMAL"
546786,"NORMAL"
547197,"NORMAL"
547479,"NORMAL"
547757,"NORMAL"
548030,"NORMAL"
548331,"NORMAL"
548630,"NORMAL"
548924,"NORMAL"
549215,"NORMAL"
549500,"NORMAL"
549782,"NORMAL"
550068,"NORMAL"
550347,"NORMAL"
550635,"NORMAL"
550950,"NORMAL"
551252,"NORMAL"
551531,"NORMAL"
551813,"NORMAL"
552094,"NORMAL"
552383,"NORMAL"
552677,"NORMAL"
552973,"NORMAL"
553280,"NORMAL"
553586,"NORMAL"
553875,"NORMAL"
554153,"NORMAL"
554437,"NORMAL"
554721,"NORMAL"
555024,"NORMAL"
555322,"NORMAL"
555612,"NORMAL"
555911,"NORMAL"
556201,"NORMAL"
556484,"NORMAL"
556764,"NORMAL"
557054,"NORMAL"
557358,"NORMAL"
557665,"NORMAL"
557960,"NORMAL"
558237,"NORMAL"
558523,"NORMAL"
558811,"NORMAL"
559101,"NORMAL"
559393,"NORMAL"
559694,"NORMAL"
559995,"NORMAL"
560292,"NORMAL"
560574,"NORMAL"
560844,"NORMAL"
561139,"NORMAL"
561433,"NORMAL"
561730,"NORMAL"
562018,"NORMAL"
562306,"NORMAL"
562590,"NORMAL"
562810,"NORMAL"
563139,"NORMAL"
563422,"NORMAL"
563728,"NORMAL"
564028,"NORMAL"
564318,"NORMAL"
564598,"NORMAL"
564881,"NORMAL"
565162,"NORMAL"
565451,"NORMAL"
565739,"NORMAL"
566038,"NORMAL"
566257,"NORMAL"
566614,"NORMAL"
566897,"NORMAL"
567182,"NORMAL"
567376,"NORMAL"
567719,"NORMAL"
568025,"NORMAL"
568324,"NORMAL"
568622,"NORMAL"
568915,"NORMAL"
569202,"NORMAL"
569481,"NORMAL"
569761,"NORMAL"
570056,"NORMAL"
570364,"NORMAL"
570666,"NORMAL"
570955,"NORMAL"
571244,"NORMAL"
571535,"NORMAL"
571829,"NORMAL"
572120,"NORMAL"
572426,"NORMAL"
572728,"NORMAL"
573038,"NORMAL"
573326,"NORMAL"
573606,"NORMAL"
573890,"NORMAL"
574191,"NORMAL"
574427,"NORMAL"
574784,"NORMAL"
575093,"NORMAL"
575385,"NORMAL"
575676,"NORMAL"
575957,"NORMAL"
576246,"NORMAL"
576548,"NORMAL"
576861,"NORMAL"
577160,"NORMAL"
577454,"NORMAL"
577738,"NORMAL"
578023,"NORMAL"
578308,"NORMAL"
578599,"NORMAL"
578899,"NORMAL"
579202,"NORMAL"
579446,"NORMAL"
579789,"NORMAL"
580070,"NORMAL"
580355,"NORMAL"
580646,"NORMAL"
580944,"NORMAL"
581244,"NORMAL"
581540,"NORMAL"
581831,"NORMAL"
582118,"NORMAL"
582393,"NORMAL"
582667,"NORMAL"
582917,"NORMAL"
583237,"NORMAL"
583537,"NORMAL"
583820,"NORMAL"
584096,"NORMAL"
584362,"NORMAL"
584633,"NORMAL"
584902,"NORMAL"
585173,"NORMAL"
585453,"NORMAL"
585729,"NORMAL"
586010,"NORMAL"
586274,"NORMAL"
586523,"NORMAL"
586770,"NORMAL"
587029,"NORMAL"
587298,"NORMAL"
587570,"NORMAL"
587841,"NORMAL"
588109,"NORMAL"
588375,"NORMAL"
588640,"NORMAL"
588904,"NORMAL"
589176,"NORMAL"
589452,"NORMAL"
589745,"NORMAL"
590039,"NORMAL"
590315,"NORMAL"
590586,"NORMAL"
590862,"NORMAL"
591142,"NORMAL"
591414,"NORMAL"
591705,"NORMAL"
591995,"NORMAL"
592286,"NORMAL"
592570,"NORMAL"
592853,"NORMAL"
593067,"NORMAL"
593386,"NORMAL"
593682,"NORMAL"
593989,"NORMAL"
594277,"NORMAL"
594561,"NORMAL"
594853,"NORMAL"
595125,"NORMAL"
595400,"NORMAL"
595688,"NORMAL"
595990,"NORMAL"
596276,"NORMAL"
596582,"NORMAL"
596877,"NORMAL"
597135,"NORMAL"
597400,"NORMAL"
597668,"NORMAL"
597923,"NORMAL"
598184,"NORMAL"
598456,"NORMAL"
598710,"NORMAL"
598967,"NORMAL"
599220,"NORMAL"
599467,"NORMAL"
599702,"NORMAL"
599950,"NORMAL"
600212,"NORMAL"
600482,"NORMAL"
600737,"NORMAL"
601009,"NORMAL"
601271,"NORMAL"
601535,"NORMAL"
601797,"NORMAL"
602062,"NORMAL"
602328,"NORMAL"
602607,"NORMAL"
602892,"NORMAL"
603177,"NORMAL"
603453,"NORMAL"
603720,"NORMAL"
603987,"NORMAL"
604275,"NORMAL"
604561,"NORMAL"
604841,"NORMAL"
605146,"NORMAL"
605457,"NORMAL"
605735,"NORMAL"
606006,"NORMAL"
606292,"NORMAL"
606585,"NORMAL"
606878,"NORMAL"
607177,"NORMAL"
607473,"NORMAL"
607762,"NORMAL"
608042,"NORMAL"
608307,"NORMAL"
608574,"NORMAL"
608850,"NORMAL"
609135,"NORMAL"
609423,"NORMAL"
609714,"NORMAL"
609986,"NORMAL"
610260,"NORMAL"
610542,"NORMAL"
610821,"NORMAL"
611105,"NORMAL"
611397,"NORMAL"
611693,"NORMAL"
611985,"NORMAL"
612262,"NORMAL"
612537,"NORMAL"
612818,"NORMAL"
613106,"NORMAL"
613397,"NORMAL"
613691,"NORMAL"
613980,"NORMAL"
614258,"NORMAL"
614537,"NORMAL"
614813,"NORMAL"
615088,"NORMAL"
615368,"NORMAL"
615674,"NORMAL"
615966,"NORMAL"
616248,"NORMAL"
616524,"NORMAL"
616801,"NORMAL"
617083,"NORMAL"
617365,"NORMAL"
617653,"NORMAL"
617947,"NORMAL"
618246,"NORMAL"
618527,"NORMAL"
618802,"NORMAL"
619080,"NORMAL"
619360,"NORMAL"
619650,"NORMAL"
619949,"NORMAL"
620246,"NORMAL"
620539,"NORMAL"
620824,"NORMAL"
621100,"NORMAL"
621377,"NORMAL"
621659,"NORMAL"
621942,"NORMAL"
622244,"NORMAL"
622539,"NORMAL"
622821,"NORMAL"
623087,"NORMAL"
623365,"NORMAL"
623637,"NORMAL"
623916,"NORMAL"
624188,"NORMAL"
624480,"NORMAL"
624763,"NORMAL"
625044,"NORMAL"
625308,"NORMAL"
625577,"NORMAL"
625850,"NORMAL"
626136,"NORMAL"
626425,"NORMAL"
626713,"NORMAL"
626998,"NORMAL"
627279,"NORMAL"
627553,"NORMAL"
627825,"NORMAL"
628101,"NORMAL"
628389,"NORMAL"
628686,"NORMAL"
628979,"NORMAL"
629169,"NORMAL"
629491,"NORMAL"
629759,"NORMAL"
630025,"NORMAL"
630288,"NORMAL"
630559,"NORMAL"
630834,"NORMAL"
631108,"NORMAL"
631376,"NORMAL"
631634,"NORMAL"
631895,"NORMAL"
632155,"NORMAL"
632413,"NORMAL"
632686,"NORMAL"
632956,"NORMAL"
633226,"NORMAL"
633495,"NORMAL"
633766,"NORMAL"
634026,"NORMAL"
634282,"NORMAL"
634543,"NORMAL"
634825,"NORMAL"
635105,"NORMAL"
635393,"NORMAL"
635683,"NORMAL"
635964,"NORMAL"
636237,"NORMAL"
636519,"NORMAL"
636810,"NORMAL"
637102,"NORMAL"
637398,"NORMAL"
637702,"NORMAL"
637996,"NORMAL"
638280,"NORMAL"
638559,"NORMAL"
638845,"NORMAL"
639138,"NORMAL"
639445,"NORMAL"
639742,"NORMAL"
640038,"NORMAL"
640326,"NORMAL"
640613,"NORMAL"
640898,"NORMAL"
641176,"NORMAL"
641479,"NORMAL"
641775,"NORMAL"
642064,"NORMAL"
642335,"NORMAL"
642612,"NORMAL"
642885,"NORMAL"
643162,"NORMAL"
643436,"NORMAL"
643720,"NORMAL"
644003,"NORMAL"
644285,"NORMAL"
644545,"NORMAL"
644806,"NORMAL"
645061,"NORMAL"
645319,"NORMAL"
645580,"NORMAL"
645862,"NORMAL"
646131,"NORMAL"
646392,"NORMAL"
646656,"NORMAL"
646913,"NORMAL"
647166,"NORMAL"
647413,"NORMAL"
647670,"NORMAL"
647933,"NORMAL"
648202,"NORMAL"
648476,"NORMAL"
648731,"NORMAL"
648977,"NORMAL"
649230,"NORMAL"
649483,"NORMAL"
649732,"NORMAL"
